predicted,true,DSH
5.994257,6.12,-24
5.020898,6.09,-25
5.5648365,6.71,-24
5.5891905,4.98,-27
5.493793,5.98,-25
6.3001304,6.94,-24
6.0603733,6.88,-24
5.946376,5.95,-24
5.7250156,6.53,-25
5.7281423,6.04,-24
5.3469424,5.83,-24
5.5862527,6.19,-24
5.3069625,5.78,-33
5.844762,4.66,-32
6.0081034,5.64,-33
5.2302747,5.12,-31
5.4736896,3.93,-31
5.8364186,5.98,-31
5.4632106,5.48,-31
6.256353,5.74,-31
5.437339,4.57,-31
5.894547,5.18,-31
5.1735353,4.27,-33
5.9049892,5.28,-31
5.5939283,6.32,-31
6.0020194,6.44,-33
6.229537,6.44,-31
5.6276374,4.62,-34
5.3233685,5.37,-30
6.5434785,6.61,-30
5.9089684,6.34,-31
5.6232524,5.7,-31
5.993363,5.68,-30
5.92598,5.25,-32
5.6316056,5.9,-32
5.5187964,5.32,-31
5.7311397,7.0,-32
6.711454,7.32,-30
6.29518,6.2,-31
6.553886,5.82,-33
5.9470506,5.95,-31
6.2547703,7.2,-32
6.0279036,5.32,-32
6.1357245,6.39,-32
5.844857,6.59,-31
5.6218643,5.43,-34
6.369409,5.68,-32
5.2013626,4.55,-32
6.0431156,5.22,-31
6.125934,5.34,-33
5.8449397,6.65,-31
6.162646,6.7,-31
6.2910266,6.92,-32
5.9874015,7.05,-32
6.469878,6.24,-31
6.1761084,6.82,-32
5.8803306,6.59,-31
6.2137704,6.48,-30
5.9196258,6.12,-29
5.717246,5.42,-31
5.9566374,7.64,-31
5.7062902,6.91,-32
5.36348,6.56,-31
6.312165,6.88,-32
5.965714,6.88,-32
6.3230753,7.34,-32
5.670383,6.67,-31
6.254687,6.75,-32
6.2947536,5.62,-32
6.1867304,6.13,-33
6.0385613,6.74,-32
6.29546,6.92,-31
5.9625335,6.62,-30
5.740439,6.83,-31
5.221643,5.33,-32
6.5187397,7.08,-31
6.443251,6.9,-31
6.4171987,6.92,-31
6.2838955,6.08,-30
5.664851,5.89,-33
5.919236,6.84,-31
5.9561343,6.12,-31
6.26964,6.25,-31
6.295243,6.84,-31
5.3712983,5.79,-31
5.450482,5.98,-30
5.3631835,4.78,-32
6.2287097,5.73,-31
5.669148,5.56,-32
6.547506,6.08,-32
5.9144154,5.04,-33
6.6526055,6.51,-32
5.778091,6.35,-33
6.4462366,6.62,-31
5.7912326,5.61,-33
5.872926,6.17,-32
6.3506074,6.12,-31
5.6817183,6.09,-32
6.043389,6.71,-31
5.62545,4.98,-34
6.052151,5.98,-32
6.827797,6.94,-31
5.3753037,6.88,-31
6.871364,5.95,-31
6.054228,6.53,-32
5.9811625,6.04,-31
5.8382683,5.83,-31
5.6491294,6.19,-31
5.2262874,5.78,-33
5.9921627,4.66,-32
6.5656514,5.64,-33
5.1111016,5.12,-31
5.644688,3.93,-31
5.9491067,5.98,-31
5.579033,5.48,-31
6.054916,5.74,-31
5.465751,4.57,-31
5.489358,5.18,-31
5.3264704,4.27,-33
6.57873,5.28,-31
5.569024,6.32,-31
5.4941897,6.44,-33
6.210388,6.44,-31
5.6386695,4.62,-34
4.9820623,5.37,-30
6.609721,6.61,-30
5.5534453,6.34,-31
6.014564,5.7,-31
5.5293565,5.68,-30
6.076592,5.25,-32
6.1350455,5.9,-32
5.811463,5.32,-31
6.0545874,7.0,-32
6.2648516,7.32,-30
6.911204,6.2,-31
6.3765097,5.82,-33
6.9832115,5.95,-31
5.8714604,7.2,-32
5.9034467,5.32,-32
6.506127,6.39,-32
5.951092,6.59,-31
5.8174677,5.43,-34
6.224829,5.68,-32
5.742957,4.55,-32
6.1588135,5.22,-31
6.307423,5.34,-33
6.249209,6.65,-31
5.7179017,6.7,-31
6.2513614,6.92,-32
5.689195,7.05,-32
6.2859707,6.24,-31
5.9860797,6.82,-32
5.694897,6.59,-31
6.439593,6.48,-30
5.9111385,6.12,-29
5.804955,5.42,-31
6.265305,7.64,-31
5.943657,6.91,-32
5.672127,6.56,-31
6.525637,6.88,-32
6.089223,6.88,-32
6.187252,7.34,-32
5.4426103,6.67,-31
6.5466485,6.75,-32
6.004995,5.62,-32
6.4027944,6.13,-33
6.209391,6.74,-32
6.4747667,6.92,-31
5.763333,6.62,-30
5.6702876,6.83,-31
5.6319737,5.33,-32
6.295278,7.08,-31
6.5772033,6.9,-31
6.4965844,6.92,-31
5.7114964,6.08,-30
5.056147,5.89,-33
5.9591837,6.84,-31
6.1459413,6.12,-31
5.817467,6.25,-31
6.359554,6.84,-31
5.4545474,5.79,-31
6.0511527,5.98,-30
5.6450315,4.78,-32
6.0171285,5.73,-31
5.594233,5.56,-32
6.446942,6.08,-32
5.843783,5.04,-33
6.7061915,6.51,-32
5.7629657,6.35,-33
6.4590216,6.62,-31
5.7808433,5.61,-33
6.2795463,6.17,-32
6.0797553,6.12,-31
5.7564025,6.09,-32
5.786897,6.71,-31
5.6847453,4.98,-34
5.489244,5.98,-32
6.723468,6.94,-31
5.254658,6.88,-31
6.2332673,5.95,-31
5.6994433,6.53,-32
6.393685,6.04,-31
5.7662864,5.83,-31
5.4336133,6.19,-31
5.298354,5.78,-33
5.6740284,4.66,-32
5.72173,5.64,-33
5.1858044,5.12,-31
5.636571,3.93,-31
5.7156024,5.98,-31
5.4001822,5.48,-31
6.245624,5.74,-31
5.4695225,4.57,-31
5.881162,5.18,-31
5.136603,4.27,-33
5.8844886,5.28,-31
5.5918927,6.32,-31
5.8600316,6.44,-33
6.1483855,6.44,-31
5.587029,4.62,-34
5.2478976,5.37,-30
6.260448,6.61,-30
5.7544394,6.34,-31
5.6963086,5.7,-31
6.038424,5.68,-30
5.863902,5.25,-32
5.5640774,5.9,-32
5.306662,5.32,-31
5.658337,7.0,-32
6.6364865,7.32,-30
6.207936,6.2,-31
6.4237647,5.82,-33
6.039638,5.95,-31
6.211977,7.2,-32
5.9973764,5.32,-32
5.982472,6.39,-32
5.7920494,6.59,-31
5.5916305,5.43,-34
6.269479,5.68,-32
5.132858,4.55,-32
5.957575,5.22,-31
6.047993,5.34,-33
5.7631845,6.65,-31
6.2272854,6.7,-31
6.0527477,6.92,-32
5.8907022,7.05,-32
6.4260325,6.24,-31
5.975412,6.82,-32
5.7088103,6.59,-31
5.9726005,6.48,-30
5.8231072,6.12,-29
5.5884604,5.42,-31
5.8693924,7.64,-31
5.4184365,6.91,-32
5.2840743,6.56,-31
6.2727485,6.88,-32
5.8780456,6.88,-32
6.241657,7.34,-32
5.675858,6.67,-31
6.1390224,6.75,-32
6.110715,5.62,-32
5.924599,6.13,-33
5.8127956,6.74,-32
6.2360177,6.92,-31
5.793717,6.62,-30
5.714339,6.83,-31
5.238467,5.33,-32
6.313969,7.08,-31
6.33475,6.9,-31
6.2014327,6.92,-31
6.2699876,6.08,-30
5.4538383,5.89,-33
5.678919,6.84,-31
5.810375,6.12,-31
6.1800656,6.25,-31
6.1180353,6.84,-31
5.391751,5.79,-31
5.2125983,5.98,-30
5.3470387,4.78,-32
6.1194234,5.73,-31
5.480579,5.56,-32
6.416862,6.08,-32
5.900663,5.04,-33
6.5729785,6.51,-32
5.612934,6.35,-33
6.3351026,6.62,-31
5.709113,5.61,-33
5.704642,6.17,-32
6.152432,6.12,-31
5.5236716,6.09,-32
5.9920335,6.71,-31
5.5568433,4.98,-34
5.9743834,5.98,-32
6.7782054,6.94,-31
5.2688766,6.88,-31
6.882274,5.95,-31
5.8963456,6.53,-32
5.9753103,6.04,-31
5.815232,5.83,-31
5.387982,6.19,-31
4.852068,5.78,-37
6.364644,4.66,-36
5.5184183,5.64,-37
5.448938,5.12,-35
5.221194,3.93,-35
6.4251037,5.98,-35
5.8428764,5.48,-35
6.076155,5.74,-35
5.35998,4.57,-35
6.0861278,5.18,-35
5.084882,4.27,-37
5.8325295,5.28,-35
5.518041,6.32,-35
6.4917793,6.44,-37
5.8380733,6.44,-35
5.72858,4.62,-38
5.149238,5.37,-34
6.0739427,6.61,-34
6.295322,6.34,-35
5.7889304,5.7,-35
5.322477,5.68,-34
5.5373435,5.25,-36
5.9331927,5.9,-36
5.575686,5.32,-35
5.454479,7.0,-36
5.8697734,7.32,-34
6.140044,6.2,-35
6.429679,5.82,-37
5.628037,5.95,-35
5.887221,7.2,-36
5.8326902,5.32,-36
5.8899903,6.39,-36
6.1818967,6.59,-35
6.049049,5.43,-38
6.284351,5.68,-36
5.58778,4.55,-36
5.9159317,5.22,-35
6.001117,5.34,-37
5.8990774,6.65,-35
6.2370076,6.7,-35
5.5917306,6.92,-36
6.0850053,7.05,-36
6.438857,6.24,-35
5.6964946,6.82,-36
6.845964,6.59,-35
6.0502124,6.48,-34
5.786749,6.12,-33
5.912393,5.42,-35
6.099047,7.64,-35
5.804894,6.91,-36
5.6551023,6.56,-35
6.5208497,6.88,-36
6.1579957,6.88,-36
5.5888705,7.34,-36
6.3218737,6.67,-35
6.2408795,6.75,-36
5.9586916,5.62,-36
6.276795,6.13,-37
5.8271227,6.74,-36
5.72365,6.92,-35
5.612183,6.62,-34
5.25547,6.83,-35
5.190107,5.33,-36
6.597527,7.08,-35
6.1527305,6.9,-35
6.200168,6.92,-35
6.275308,6.08,-34
5.5466223,5.89,-37
5.5862417,6.84,-35
6.4730077,6.12,-35
5.838481,6.25,-35
6.0231967,6.84,-35
5.820151,5.79,-35
5.0761595,5.98,-34
5.6358504,4.78,-36
6.091197,5.73,-35
5.406862,5.56,-36
5.838838,6.08,-36
5.193444,5.04,-37
6.377972,6.51,-36
6.3476214,6.35,-37
5.8074813,6.62,-35
5.614454,5.61,-37
5.599332,6.17,-36
6.162608,6.12,-35
5.292749,6.09,-36
5.5069623,6.71,-35
5.5717006,4.98,-38
5.5557847,5.98,-36
6.37185,6.94,-35
5.4139075,6.88,-35
6.171825,5.95,-35
5.8195014,6.53,-36
5.9982963,6.04,-35
5.5389485,5.83,-35
5.6854796,6.19,-35
5.1260285,5.78,-37
5.981189,4.66,-36
6.8154426,5.64,-37
5.658375,5.12,-35
6.122055,3.93,-35
6.366385,5.98,-35
5.8434043,5.48,-35
5.6878657,5.74,-35
4.969911,4.57,-35
5.7781873,5.18,-35
5.4912047,4.27,-37
5.9647393,5.28,-35
5.4894547,6.32,-35
5.807799,6.44,-37
6.068143,6.44,-35
5.7280517,4.62,-38
5.2815332,5.37,-34
6.867089,6.61,-34
5.4281206,6.34,-35
5.669191,5.7,-35
5.363461,5.68,-34
5.8947873,5.25,-36
5.7332487,5.9,-36
6.18894,5.32,-35
6.0239606,7.0,-36
6.0451655,7.32,-34
6.5925713,6.2,-35
6.3145595,5.82,-37
6.593458,5.95,-35
5.5553594,7.2,-36
5.7639885,5.32,-36
5.8578744,6.39,-36
5.896829,6.59,-35
5.7769322,5.43,-38
6.5302944,5.68,-36
5.7603917,4.55,-36
5.8953433,5.22,-35
6.4042196,5.34,-37
5.958776,6.65,-35
6.327668,6.7,-35
5.8217273,6.92,-36
5.4748855,7.05,-36
6.267668,6.24,-35
5.279978,6.82,-36
6.5913706,6.59,-35
5.9992824,6.48,-34
5.9141173,6.12,-33
5.8760056,5.42,-35
5.953263,7.64,-35
5.9803505,6.91,-36
6.042936,6.56,-35
6.920629,6.88,-36
6.6460185,6.88,-36
5.663329,7.34,-36
5.925079,6.67,-35
6.431129,6.75,-36
5.538259,5.62,-36
6.0664787,6.13,-37
6.2042413,6.74,-36
6.750956,6.92,-35
5.7917757,6.62,-34
5.464511,6.83,-35
5.899106,5.33,-36
6.1047297,7.08,-35
6.540111,6.9,-35
5.940643,6.92,-35
5.330775,6.08,-34
4.9229603,5.89,-37
5.352273,6.84,-35
5.782848,6.12,-35
6.2091575,6.25,-35
6.167291,6.84,-35
5.3647094,5.79,-35
5.5902495,5.98,-34
5.8510947,4.78,-36
5.8373375,5.73,-35
5.582765,5.56,-36
6.8252983,6.08,-36
5.223004,5.04,-37
6.9461856,6.51,-36
5.6091485,6.35,-37
6.067275,6.62,-35
5.8370366,5.61,-37
5.97899,6.17,-36
6.0361414,6.12,-35
5.5256124,6.09,-36
6.188046,6.71,-35
5.149786,4.98,-38
5.3225365,5.98,-36
5.546555,6.94,-35
5.444203,6.88,-35
6.260537,5.95,-35
5.0625567,6.53,-36
6.1114783,6.04,-35
5.2259383,5.83,-35
5.6715555,6.19,-35
4.799921,5.78,-37
6.126449,4.66,-36
5.381155,5.64,-37
5.4365044,5.12,-35
5.247545,3.93,-35
6.425241,5.98,-35
5.8025684,5.48,-35
6.082064,5.74,-35
5.5563855,4.57,-35
6.045943,5.18,-35
5.0571294,4.27,-37
5.725192,5.28,-35
5.4728947,6.32,-35
6.532157,6.44,-37
5.6293545,6.44,-35
5.7236085,4.62,-38
5.1487913,5.37,-34
6.0532384,6.61,-34
6.347922,6.34,-35
5.744044,5.7,-35
5.4011197,5.68,-34
5.535582,5.25,-36
5.8989954,5.9,-36
5.484679,5.32,-35
5.3945723,7.0,-36
5.7829823,7.32,-34
6.0708323,6.2,-35
6.3437123,5.82,-37
5.569758,5.95,-35
5.8552456,7.2,-36
5.700882,5.32,-36
5.8730807,6.39,-36
6.053358,6.59,-35
5.9302254,5.43,-38
6.0969567,5.68,-36
5.5394254,4.55,-36
5.8201184,5.22,-35
5.932782,5.34,-37
5.7878475,6.65,-35
6.0981145,6.7,-35
5.5031734,6.92,-36
6.02057,7.05,-36
6.417434,6.24,-35
5.608439,6.82,-36
6.835036,6.59,-35
5.9029307,6.48,-34
5.6944804,6.12,-33
5.9454193,5.42,-35
6.1413755,7.64,-35
5.669439,6.91,-36
5.6347857,6.56,-35
6.4348073,6.88,-36
6.153278,6.88,-36
5.454754,7.34,-36
6.286696,6.67,-35
6.195395,6.75,-36
5.8587265,5.62,-36
6.0592275,6.13,-37
5.7952886,6.74,-36
5.5578237,6.92,-35
5.474725,6.62,-34
5.19363,6.83,-35
5.2433534,5.33,-36
6.508014,7.08,-35
5.9728246,6.9,-35
6.090006,6.92,-35
6.175155,6.08,-34
5.377125,5.89,-37
5.403238,6.84,-35
6.432467,6.12,-35
5.768636,6.25,-35
6.001492,6.84,-35
5.7774816,5.79,-35
5.034385,5.98,-34
5.644423,4.78,-36
6.01328,5.73,-35
5.270127,5.56,-36
5.7156157,6.08,-36
5.1973124,5.04,-37
6.242571,6.51,-36
6.3519716,6.35,-37
5.730098,6.62,-35
5.5286937,5.61,-37
5.388965,6.17,-36
6.0011415,6.12,-35
5.222046,6.09,-36
5.3383436,6.71,-35
5.641931,4.98,-38
5.3874764,5.98,-36
6.209742,6.94,-35
5.340882,6.88,-35
6.169413,5.95,-35
5.745467,6.53,-36
5.929921,6.04,-35
5.589192,5.83,-35
5.69008,6.19,-35
5.0957093,5.78,-41
5.9510083,4.66,-40
5.533194,5.64,-41
5.9813156,5.12,-39
5.383947,3.93,-39
6.57011,5.98,-39
5.905383,5.48,-39
5.9332395,5.74,-39
5.4519095,4.57,-39
5.9397798,5.18,-39
5.4071918,4.27,-41
5.4410543,5.28,-39
5.5401206,6.32,-39
6.313346,6.44,-41
5.7847695,6.44,-39
5.6806083,4.62,-42
4.985156,5.37,-38
5.934974,6.61,-38
6.029618,6.34,-39
5.9312115,5.7,-39
5.8332324,5.68,-38
5.828275,5.25,-40
5.6689467,5.9,-40
5.335034,5.32,-39
6.068912,7.0,-40
6.1174226,7.32,-38
5.9412837,6.2,-39
6.338391,5.82,-41
6.08129,5.95,-39
5.999068,7.2,-40
5.93514,5.32,-40
5.642097,6.39,-40
5.8578463,6.59,-39
6.0230417,5.43,-42
5.610545,5.68,-40
5.4384747,4.55,-40
5.8900065,5.22,-39
6.246997,5.34,-41
5.734676,6.65,-39
5.9747596,6.7,-39
5.5839486,6.92,-40
5.6001754,7.05,-40
5.934791,6.24,-39
5.8014207,6.82,-40
5.701096,6.59,-39
5.772128,6.48,-38
5.7266593,6.12,-37
5.53126,5.42,-39
6.564224,7.64,-39
5.372243,6.91,-40
5.364095,6.56,-39
5.9532657,6.88,-40
6.6117544,6.88,-40
6.1799245,7.34,-40
6.2869744,6.67,-39
5.72479,6.75,-40
5.9858522,5.62,-40
6.3388457,6.13,-41
5.660225,6.74,-40
5.15626,6.92,-39
5.288877,6.62,-38
5.455546,6.83,-39
5.044189,5.33,-40
6.001407,7.08,-39
6.15607,6.9,-39
6.6771984,6.92,-39
6.7098346,6.08,-38
5.306462,5.89,-41
5.450451,6.84,-39
5.7683253,6.12,-39
5.7826858,6.25,-39
5.8873296,6.84,-39
5.6403003,5.79,-39
5.3092294,5.98,-38
5.5105987,4.78,-40
6.6587057,5.73,-39
5.4389224,5.56,-40
5.6248293,6.08,-40
5.671269,5.04,-41
5.514527,6.51,-40
5.9393497,6.35,-41
5.984736,6.62,-39
5.056746,5.61,-41
5.918591,6.17,-40
6.1041293,6.12,-39
5.431426,6.09,-40
5.5283647,6.71,-39
6.0975785,4.98,-42
5.9583993,5.98,-40
6.3489385,6.94,-39
5.908854,6.88,-39
6.5257263,5.95,-39
6.0956035,6.53,-40
6.0008984,6.04,-39
5.8590765,5.83,-39
6.1800733,6.19,-39
4.9761887,5.78,-41
5.9474797,4.66,-40
6.214064,5.64,-41
5.566461,5.12,-39
5.4967704,3.93,-39
6.1089063,5.98,-39
5.7161746,5.48,-39
5.865362,5.74,-39
5.259195,4.57,-39
5.8239503,5.18,-39
5.6121073,4.27,-41
6.450311,5.28,-39
5.3905377,6.32,-39
5.95017,6.44,-41
5.9702916,6.44,-39
5.6672187,4.62,-42
5.470884,5.37,-38
6.2573986,6.61,-38
6.01598,6.34,-39
6.359723,5.7,-39
5.265798,5.68,-38
6.1456685,5.25,-40
5.4363475,5.9,-40
5.6312237,5.32,-39
5.7190394,7.0,-40
6.207209,7.32,-38
5.8210816,6.2,-39
6.215359,5.82,-41
6.796637,5.95,-39
5.291062,7.2,-40
5.753626,5.32,-40
6.148359,6.39,-40
5.717743,6.59,-39
5.6583304,5.43,-42
6.1572437,5.68,-40
5.7986465,4.55,-40
5.903287,5.22,-39
5.462754,5.34,-41
6.0898757,6.65,-39
5.793317,6.7,-39
5.455004,6.92,-40
5.738402,7.05,-40
5.95058,6.24,-39
5.45674,6.82,-40
6.0343785,6.59,-39
5.3730693,6.48,-38
6.0390277,6.12,-37
6.190781,5.42,-39
6.109212,7.64,-39
5.4540067,6.91,-40
5.8168216,6.56,-39
5.3363414,6.88,-40
6.500708,6.88,-40
5.6867766,7.34,-40
5.968152,6.67,-39
6.321139,6.75,-40
5.945726,5.62,-40
6.3239117,6.13,-41
5.9320173,6.74,-40
6.2563796,6.92,-39
5.571118,6.62,-38
5.6002474,6.83,-39
5.216418,5.33,-40
6.2176943,7.08,-39
5.4786596,6.9,-39
6.79429,6.92,-39
6.3488173,6.08,-38
4.8186946,5.89,-41
5.1756563,6.84,-39
5.942485,6.12,-39
6.0091105,6.25,-39
5.933812,6.84,-39
5.3987756,5.79,-39
5.8031683,5.98,-38
5.7514844,4.78,-40
5.8207026,5.73,-39
5.465094,5.56,-40
6.5255857,6.08,-40
5.2643323,5.04,-41
6.0387664,6.51,-40
6.1981397,6.35,-41
6.4044075,6.62,-39
5.4157224,5.61,-41
6.0216885,6.17,-40
6.139462,6.12,-39
6.1858377,6.09,-40
6.209757,6.71,-39
5.8739495,4.98,-42
5.2234225,5.98,-40
6.1832576,6.94,-39
5.9004083,6.88,-39
6.2374964,5.95,-39
5.6125474,6.53,-40
6.1724935,6.04,-39
5.9104795,5.83,-39
5.5816436,6.19,-39
5.065358,5.78,-41
5.9537606,4.66,-40
5.4950843,5.64,-41
6.0242925,5.12,-39
5.380672,3.93,-39
6.590047,5.98,-39
5.932771,5.48,-39
5.9313087,5.74,-39
5.5041986,4.57,-39
5.9547606,5.18,-39
5.4053226,4.27,-41
5.3379374,5.28,-39
5.5945344,6.32,-39
6.325992,6.44,-41
5.761255,6.44,-39
5.66614,4.62,-42
4.9195514,5.37,-38
5.88302,6.61,-38
5.959515,6.34,-39
5.8998294,5.7,-39
5.81539,5.68,-38
5.807222,5.25,-40
5.662968,5.9,-40
5.2097116,5.32,-39
6.0542254,7.0,-40
6.0846767,7.32,-38
5.8426347,6.2,-39
6.3707805,5.82,-41
6.087968,5.95,-39
5.8804116,7.2,-40
5.961393,5.32,-40
5.5411696,6.39,-40
5.941765,6.59,-39
6.0179644,5.43,-42
5.6969166,5.68,-40
5.3416467,4.55,-40
5.815778,5.22,-39
6.3261485,5.34,-41
5.7255173,6.65,-39
5.793697,6.7,-39
5.478888,6.92,-40
5.5449414,7.05,-40
5.9247875,6.24,-39
5.675237,6.82,-40
5.657746,6.59,-39
5.665335,6.48,-38
5.697494,6.12,-37
5.4969697,5.42,-39
6.4782767,7.64,-39
5.393458,6.91,-40
5.371714,6.56,-39
5.937424,6.88,-40
6.5625205,6.88,-40
6.124103,7.34,-40
6.1816463,6.67,-39
5.7625623,6.75,-40
5.8502994,5.62,-40
6.3968234,6.13,-41
5.5713077,6.74,-40
5.160212,6.92,-39
5.2932615,6.62,-38
5.3716483,6.83,-39
5.1174817,5.33,-40
5.896554,7.08,-39
6.0783362,6.9,-39
6.5978894,6.92,-39
6.705525,6.08,-38
5.2781153,5.89,-41
5.4191375,6.84,-39
5.667623,6.12,-39
5.7039447,6.25,-39
5.8802195,6.84,-39
5.616384,5.79,-39
5.276615,5.98,-38
5.498737,4.78,-40
6.5916443,5.73,-39
5.3887653,5.56,-40
5.5944395,6.08,-40
5.646648,5.04,-41
5.4312577,6.51,-40
5.817768,6.35,-41
5.84959,6.62,-39
5.026228,5.61,-41
5.8615327,6.17,-40
5.9468217,6.12,-39
5.354854,6.09,-40
5.5283017,6.71,-39
6.0797534,4.98,-42
5.874288,5.98,-40
6.311126,6.94,-39
5.818678,6.88,-39
6.5777144,5.95,-39
6.012053,6.53,-40
5.8743806,6.04,-39
5.7717543,5.83,-39
6.094594,6.19,-39
5.081517,5.78,-41
6.0840445,4.66,-40
5.4506836,5.64,-41
5.9751644,5.12,-39
5.3157353,3.93,-39
6.311964,5.98,-39
5.978002,5.48,-39
5.8568015,5.74,-39
5.568252,4.57,-39
5.7072573,5.18,-39
5.0748563,4.27,-41
5.5778546,5.28,-39
5.325405,6.32,-39
6.2255177,6.44,-41
5.763588,6.44,-39
5.558725,4.62,-42
5.0608745,5.37,-38
6.2410445,6.61,-38
6.2223,6.34,-39
6.172725,5.7,-39
6.020388,5.68,-38
5.489511,5.25,-40
5.7293067,5.9,-40
5.436278,5.32,-39
5.717653,7.0,-40
6.3038425,7.32,-38
5.3484397,6.2,-39
6.880408,5.82,-41
6.521671,5.95,-39
6.3800964,7.2,-40
5.9051676,5.32,-40
6.2974067,6.39,-40
6.1546273,6.59,-39
6.012025,5.43,-42
5.851446,5.68,-40
5.3875575,4.55,-40
5.559199,5.22,-39
6.040922,5.34,-41
5.862148,6.65,-39
6.4515986,6.7,-39
5.553482,6.92,-40
5.628238,7.05,-40
5.8885703,6.24,-39
5.549685,6.82,-40
5.9547687,6.59,-39
6.0088863,6.48,-38
5.5917506,6.12,-37
5.7393117,5.42,-39
6.1178184,7.64,-39
5.585275,6.91,-40
5.259084,6.56,-39
5.9721775,6.88,-40
6.2706,6.88,-40
6.1295695,7.34,-40
6.3036003,6.67,-39
5.7881236,6.75,-40
5.9396396,5.62,-40
6.310906,6.13,-41
5.7813077,6.74,-40
5.276674,6.92,-39
5.493711,6.62,-38
5.5145903,6.83,-39
5.2426496,5.33,-40
6.003063,7.08,-39
5.94522,6.9,-39
6.766266,6.92,-39
6.746349,6.08,-38
5.775471,5.89,-41
5.581199,6.84,-39
6.136657,6.12,-39
5.845552,6.25,-39
6.0052514,6.84,-39
5.9168515,5.79,-39
5.446541,5.98,-38
5.4314575,4.78,-40
6.4647536,5.73,-39
5.218721,5.56,-40
5.992044,6.08,-40
5.8864293,5.04,-41
5.658306,6.51,-40
6.04326,6.35,-41
6.293934,6.62,-39
5.350472,5.61,-41
5.7187047,6.17,-40
5.850224,6.12,-39
5.1426687,6.09,-40
5.3144927,6.71,-39
5.6955967,4.98,-42
5.7962823,5.98,-40
5.97105,6.94,-39
5.8070436,6.88,-39
6.64448,5.95,-39
6.0360518,6.53,-40
6.0245595,6.04,-39
5.655194,5.83,-39
6.4279656,6.19,-39
5.020352,5.78,-41
6.129709,4.66,-40
6.6206584,5.64,-41
5.392513,5.12,-39
5.831468,3.93,-39
6.0530744,5.98,-39
5.6931686,5.48,-39
6.0945735,5.74,-39
5.3064227,4.57,-39
5.711757,5.18,-39
5.2866673,4.27,-41
6.706102,5.28,-39
5.4007187,6.32,-39
5.9988184,6.44,-41
5.595921,6.44,-39
5.837376,4.62,-42
4.9689856,5.37,-38
6.4088616,6.61,-38
6.0239167,6.34,-39
6.3702755,5.7,-39
4.9115767,5.68,-38
6.287749,5.25,-40
5.122167,5.9,-40
5.956063,5.32,-39
5.6221204,7.0,-40
6.5767117,7.32,-38
5.7415686,6.2,-39
6.604302,5.82,-41
7.15992,5.95,-39
5.5190005,7.2,-40
5.8901834,5.32,-40
6.516764,6.39,-40
6.1450996,6.59,-39
5.659398,5.43,-42
5.9068255,5.68,-40
5.984423,4.55,-40
5.6323643,5.22,-39
6.2553687,5.34,-41
6.104615,6.65,-39
6.24542,6.7,-39
5.524359,6.92,-40
5.8267384,7.05,-40
5.9039545,6.24,-39
5.270636,6.82,-40
6.4779134,6.59,-39
5.5759873,6.48,-38
5.8371964,6.12,-37
6.681748,5.42,-39
6.0923953,7.64,-39
5.6858597,6.91,-40
5.4324045,6.56,-39
5.145469,6.88,-40
6.5529275,6.88,-40
5.8870115,7.34,-40
5.3755817,6.67,-39
6.3675456,6.75,-40
5.6364574,5.62,-40
6.2964964,6.13,-41
5.8178487,6.74,-40
6.190249,6.92,-39
5.491995,6.62,-38
6.019924,6.83,-39
5.270498,5.33,-40
6.3197727,7.08,-39
5.259046,6.9,-39
6.8654447,6.92,-39
6.2078404,6.08,-38
4.7434077,5.89,-41
4.922488,6.84,-39
6.1551747,6.12,-39
6.2309613,6.25,-39
5.7664943,6.84,-39
5.4016585,5.79,-39
5.843161,5.98,-38
5.5721164,4.78,-40
6.03502,5.73,-39
5.342941,5.56,-40
6.607413,6.08,-40
5.259275,5.04,-41
5.3102984,6.51,-40
6.3522596,6.35,-41
6.272117,6.62,-39
5.688767,5.61,-41
6.211554,6.17,-40
6.01763,6.12,-39
5.86532,6.09,-40
5.710858,6.71,-39
5.3637476,4.98,-42
4.852901,5.98,-40
6.27776,6.94,-39
5.7424893,6.88,-39
6.4118123,5.95,-39
5.2496037,6.53,-40
6.0969696,6.04,-39
5.8235087,5.83,-39
5.60952,6.19,-39
5.097916,5.78,-41
6.132706,4.66,-40
5.3417926,5.64,-41
5.841504,5.12,-39
5.3173614,3.93,-39
6.238027,5.98,-39
5.968022,5.48,-39
5.7232437,5.74,-39
5.588754,4.57,-39
5.643008,5.18,-39
5.020436,4.27,-41
5.5554194,5.28,-39
5.3325686,6.32,-39
6.1553197,6.44,-41
5.651234,6.44,-39
5.5732145,4.62,-42
4.9103284,5.37,-38
6.1168265,6.61,-38
6.180055,6.34,-39
6.078055,5.7,-39
5.994847,5.68,-38
5.426896,5.25,-40
5.7036347,5.9,-40
5.330812,5.32,-39
5.7034783,7.0,-40
6.3087673,7.32,-38
5.2421255,6.2,-39
6.881904,5.82,-41
6.4826136,5.95,-39
6.1779575,7.2,-40
5.8982854,5.32,-40
6.1966214,6.39,-40
6.1399074,6.59,-39
5.979216,5.43,-42
5.8093047,5.68,-40
5.4231725,4.55,-40
5.518088,5.22,-39
6.002664,5.34,-41
5.890652,6.65,-39
6.412395,6.7,-39
5.4447265,6.92,-40
5.538939,7.05,-40
5.795599,6.24,-39
5.52268,6.82,-40
5.883817,6.59,-39
5.9152055,6.48,-38
5.5910897,6.12,-37
